Point ID,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Cluster
10319,25403,598.274,226.263,143.296,1.57899,0.773894,25697,179.845,0.736831,0.988559,0.891856,0.794847,0.00890695,0.00219302,0.631781,0.997578,4
10320,25404,584.604,211.202,153.386,1.37693,0.687427,25737,179.848,0.743046,0.987061,0.934089,0.851546,0.00831373,0.00269655,0.725131,0.998455,4
10321,25407,588.858,224.141,144.508,1.55107,0.764421,25650,179.859,0.713359,0.990526,0.920751,0.802436,0.00882202,0.00225626,0.643903,0.998737,4
10322,25415,587.392,214.93,151,1.42337,0.711628,25727,179.887,0.716622,0.987873,0.925644,0.836958,0.00845681,0.00255977,0.700498,0.997071,4
10323,25416,585.633,213.77,153.076,1.3965,0.69802,25694,179.891,0.70846,0.98918,0.931249,0.841517,0.00841083,0.00260178,0.708151,0.988929,4
10324,25423,590.252,221.438,146.306,1.51353,0.750644,25739,179.915,0.763912,0.987723,0.916984,0.812486,0.00871015,0.00234137,0.660134,0.999132,4
10325,25432,594.236,212.114,153.479,1.38204,0.690255,25800,179.947,0.796742,0.985736,0.90505,0.848351,0.00834045,0.00266484,0.719699,0.994655,4
10326,25437,590.775,213.674,152.439,1.4017,0.700735,25852,179.965,0.70233,0.983947,0.915865,0.842242,0.00840012,0.00260743,0.709371,0.994323,4
10327,25476,589.854,221.067,147.281,1.50099,0.745747,25736,180.103,0.794338,0.989897,0.920136,0.8147,0.00867744,0.0023581,0.663736,0.996258,4
10328,25481,602.476,229.903,141.641,1.62314,0.787675,25814,180.121,0.706549,0.9871,0.882159,0.783463,0.00902253,0.00209692,0.613814,0.996305,4
10329,25507,598.818,225.411,144.648,1.55834,0.766949,25871,180.212,0.759137,0.98593,0.893881,0.799482,0.00883724,0.00222706,0.639172,0.996048,4
10330,25511,590.483,223.263,145.682,1.53254,0.757777,25785,180.227,0.788837,0.989374,0.919438,0.807238,0.00875164,0.00229233,0.651634,0.998652,4
10331,25521,600.093,228.988,142.422,1.60781,0.783046,25829,180.262,0.7321,0.988075,0.890575,0.787212,0.00897252,0.0021255,0.619703,0.996366,4
10332,25537,597.771,229.832,141.785,1.62099,0.787036,25884,180.318,0.7222,0.986594,0.89807,0.784565,0.00899998,0.00210347,0.615542,0.997787,4
10333,25539,593.522,223.758,146.115,1.53138,0.757354,25766,180.325,0.693091,0.99119,0.911046,0.805895,0.00876143,0.00227965,0.649466,0.994581,4
10334,25546,589.121,215.435,151.281,1.42408,0.71197,25887,180.35,0.716136,0.986827,0.924962,0.837144,0.00843322,0.0025549,0.70081,0.998007,4
10335,25565,583.073,216.164,150.83,1.43317,0.716336,25774,180.417,0.779421,0.991891,0.944952,0.83463,0.00845548,0.00253101,0.696607,0.998353,4
10336,25576,596.602,225.738,144.731,1.5597,0.767416,25970,180.456,0.783722,0.984829,0.902969,0.799406,0.00882615,0.00222342,0.63905,0.996726,4
10337,25577,585.902,209.422,155.888,1.34341,0.667763,25895,180.46,0.762718,0.98772,0.936288,0.861703,0.0081879,0.00278473,0.742532,0.997526,4
10338,25583,601.998,226.288,144.431,1.56676,0.769821,25908,180.481,0.691171,0.987456,0.887097,0.797569,0.00884526,0.00220782,0.636117,0.996643,4
10339,25595,594.222,214.589,152.189,1.41002,0.704999,25904,180.523,0.716846,0.988071,0.910893,0.841249,0.00838403,0.00259019,0.7077,0.997873,4
10340,25597,599.802,226.007,144.835,1.56045,0.767673,25898,180.53,0.806154,0.988377,0.894094,0.798782,0.00882942,0.0022173,0.638052,0.995647,4
10341,25601,579.206,206.352,158.239,1.30405,0.641839,25898,180.544,0.757426,0.988532,0.95896,0.874934,0.0080603,0.00291362,0.76551,0.998265,4
10342,25603,591.657,224.577,145.885,1.53941,0.760276,25993,180.551,0.825078,0.984996,0.919096,0.80396,0.00877153,0.00226044,0.646351,0.994999,4
10343,25611,608.736,199.175,165.282,1.20506,0.558009,26203,180.579,0.717395,0.977407,0.868517,0.906637,0.00777694,0.00324131,0.82199,0.990546,4
10344,25613,610.307,232.411,140.672,1.65215,0.796019,25947,180.587,0.718679,0.987128,0.864119,0.777013,0.00907395,0.00204028,0.60375,0.997485,4
10345,25617,619.412,243.795,134.449,1.81329,0.834186,25959,180.601,0.699459,0.986825,0.839033,0.740789,0.00951691,0.00176789,0.548769,0.995079,4
10346,25623,586.152,212.717,153.817,1.38293,0.690741,25883,180.622,0.721734,0.989955,0.937172,0.849116,0.00830182,0.00266208,0.720998,0.997089,4
10347,25623,595.048,225.591,144.861,1.5573,0.766588,25894,180.622,0.764364,0.989534,0.90936,0.80066,0.00880424,0.00223185,0.641057,0.998315,4
10348,25625,595.454,217.114,150.87,1.43908,0.719116,25960,180.629,0.746127,0.987096,0.908191,0.831953,0.00847275,0.0025038,0.692146,0.996052,4
10349,25642,589.767,212.282,154.512,1.37389,0.685727,26006,180.689,0.715697,0.986003,0.926405,0.851172,0.00827869,0.00268047,0.724494,0.995377,4
10350,25642,592.4,216.846,151.053,1.43557,0.71747,26019,180.689,0.801889,0.985511,0.918188,0.833257,0.00845669,0.00251475,0.694317,0.996738,4
10351,25647,601.294,227.324,144.178,1.57669,0.773137,25994,180.706,0.692339,0.986651,0.8914,0.794927,0.00886359,0.00218322,0.631909,0.996326,4
10352,25664,587.382,214.91,152.269,1.41138,0.705684,25922,180.766,0.79122,0.990047,0.934745,0.841126,0.00837398,0.00258557,0.707493,0.998541,4
10353,25665,594.833,226.611,144.661,1.5665,0.769732,25962,180.77,0.795666,0.98856,0.911509,0.79771,0.00882957,0.00220546,0.63634,0.996824,4
10354,25671,589.97,221.563,147.797,1.4991,0.744999,25955,180.791,0.779894,0.989058,0.926814,0.81598,0.00863086,0.00236022,0.665823,0.998139,4
10355,25677,586.209,215.543,151.931,1.41869,0.709328,25895,180.812,0.743248,0.991581,0.938965,0.838868,0.00839439,0.00256415,0.7037,0.998328,4
10356,25684,596.865,228.311,143.854,1.5871,0.776529,25969,180.837,0.688358,0.989025,0.905984,0.792063,0.00888923,0.00215816,0.627364,0.995687,4
10357,25684,599.595,226.927,144.619,1.56914,0.770623,26050,180.837,0.814434,0.98595,0.897752,0.796892,0.00883536,0.00219787,0.635036,0.996461,4
10358,25690,601.919,221.983,148.08,1.49907,0.744987,26058,180.858,0.792608,0.985878,0.891041,0.814738,0.00864082,0.00234858,0.663797,0.995081,4
10359,25695,600.86,222.773,147.463,1.51071,0.749556,26066,180.875,0.8261,0.985767,0.894359,0.811927,0.0086699,0.00232413,0.659225,0.995896,4
10360,25703,599.574,226.41,144.761,1.56403,0.768895,26015,180.903,0.728977,0.988007,0.898479,0.799009,0.00880869,0.00221462,0.638416,0.9985,4
10361,25719,594.694,223.45,147.278,1.5172,0.752049,26050,180.96,0.717046,0.987294,0.913854,0.809844,0.00868814,0.00230522,0.655847,0.995053,4
10362,25721,605.986,236.326,138.992,1.70029,0.808762,26011,180.967,0.677225,0.988851,0.880182,0.765752,0.00918805,0.00194874,0.586376,0.997007,4
10363,25723,596.77,225.144,145.695,1.54531,0.762388,26015,180.974,0.736268,0.988776,0.907648,0.803815,0.00875262,0.00225394,0.646118,0.998452,4
10364,25726,594.314,214.377,153.059,1.40062,0.700175,26034,180.984,0.725391,0.988169,0.915272,0.844234,0.00833309,0.00261118,0.712731,0.998263,4
10365,25730,602.505,220.806,149.06,1.48133,0.737754,26113,180.998,0.797014,0.985333,0.890694,0.819716,0.00858167,0.00239004,0.671934,0.995355,4
10366,25748,592.254,215.412,152.638,1.41126,0.705622,26065,181.062,0.740311,0.987838,0.922438,0.840539,0.00836615,0.00257594,0.706505,0.99706,4
10367,25757,604.185,237.544,138.202,1.71882,0.813337,26012,181.093,0.792084,0.990197,0.886677,0.762357,0.00922251,0.0019216,0.581188,0.99896,4
10368,25757,620.685,238.203,138.906,1.71485,0.812372,26150,181.093,0.72727,0.984971,0.840161,0.760249,0.00924808,0.0019057,0.577979,0.991149,4
10369,25765,593.281,220.595,149.079,1.47972,0.73708,26038,181.122,0.707499,0.989515,0.919854,0.821058,0.00856182,0.00240017,0.674136,0.997531,4
10370,25792,597.381,214.522,153.372,1.39871,0.699179,26121,181.216,0.725922,0.987405,0.908222,0.844744,0.0083174,0.00261257,0.713592,0.998106,4
10371,25799,596.614,227.012,144.942,1.56622,0.76964,26040,181.241,0.716201,0.990745,0.910806,0.798377,0.00879925,0.00220525,0.637406,0.99832,4
10372,25811,595.437,216.318,152.322,1.42013,0.710042,26157,181.283,0.761117,0.986772,0.914836,0.83804,0.00838085,0.00254992,0.70231,0.997374,4
10373,25814,600.225,217.36,152.018,1.42983,0.714746,26186,181.294,0.748102,0.985794,0.900403,0.834073,0.00842022,0.00251373,0.695677,0.9947,4
10374,25823,599.81,224.283,147.2,1.52366,0.754489,26130,181.325,0.780812,0.988251,0.901964,0.808468,0.00868539,0.00228886,0.65362,0.995897,4
10375,25842,617.884,232.479,142.306,1.63365,0.790761,26260,181.392,0.664046,0.984082,0.850594,0.780252,0.00899616,0.00205672,0.608793,0.994557,4
10376,25846,597.185,211.283,156.369,1.35118,0.672505,26176,181.406,0.712954,0.987393,0.910721,0.858594,0.00817467,0.00274033,0.737184,0.996071,4
10377,25856,594.783,216.584,152.616,1.41914,0.709555,26256,181.441,0.756687,0.984765,0.918447,0.837741,0.00837654,0.00254498,0.701811,0.99597,4
10378,25860,585.72,213.946,154.102,1.38834,0.693678,26144,181.455,0.792085,0.989137,0.947236,0.848135,0.00827324,0.00264068,0.719333,0.998678,4
10379,25862,586.579,211.91,155.794,1.3602,0.677863,26116,181.462,0.783626,0.990274,0.944537,0.856317,0.00819388,0.00271774,0.733279,0.997403,4
10380,25865,596.414,224.321,147.266,1.52323,0.754328,26147,181.473,0.761497,0.989215,0.913749,0.808986,0.00867277,0.00229141,0.654459,0.996895,4
10381,25878,585.837,207.505,159.383,1.30193,0.640339,26154,181.518,0.736342,0.989447,0.947517,0.874767,0.00801858,0.00289632,0.765217,0.996256,4
10382,25881,590.606,219.66,150.423,1.46028,0.728731,26143,181.529,0.800452,0.989978,0.932385,0.826407,0.00848732,0.00244189,0.682949,0.997296,4
10383,25885,587.92,218.823,150.934,1.4498,0.724047,26146,181.543,0.746137,0.990018,0.941069,0.829631,0.00845368,0.00247039,0.688288,0.99788,4
10384,25895,592.636,217.882,151.451,1.43864,0.71891,26198,181.578,0.724782,0.988434,0.926509,0.833376,0.00841407,0.00250351,0.694515,0.999154,4
10385,25901,591.889,211.129,156.679,1.34752,0.670287,26173,181.599,0.757583,0.989608,0.929064,0.860132,0.00815139,0.00275215,0.739827,0.996935,4
10386,25911,613.905,233.389,141.757,1.64641,0.794409,26288,181.634,0.705637,0.985659,0.863956,0.778244,0.00900735,0.00203817,0.605664,0.99717,4
10387,25918,598.787,221.182,149.877,1.47575,0.735412,26281,181.659,0.738405,0.986188,0.908378,0.82131,0.0085339,0.00239527,0.67455,0.995469,4
10388,25919,602.036,230.242,143.533,1.60411,0.781903,26196,181.662,0.76078,0.989426,0.898635,0.789004,0.00888314,0.00212356,0.622528,0.998601,4
10389,25923,592.238,206.953,159.884,1.2944,0.63494,26269,181.676,0.746286,0.986829,0.928758,0.877863,0.00798336,0.00292464,0.770643,0.997517,4
10390,25927,602.169,230.709,143.49,1.60785,0.783057,26256,181.69,0.791737,0.98747,0.898515,0.787529,0.00889841,0.00211134,0.620202,0.997189,4
10391,25929,597.772,224.61,147.289,1.52496,0.754973,26208,181.697,0.703178,0.989354,0.911852,0.808945,0.0086625,0.00228823,0.654392,0.997919,4
10392,25938,590.345,217.566,151.916,1.43215,0.715852,26177,181.729,0.734205,0.99087,0.935265,0.835281,0.00838792,0.00251863,0.697695,0.999202,4
10393,25939,597.425,225.085,147.278,1.52831,0.756219,26297,181.732,0.696667,0.986386,0.913264,0.807391,0.00867749,0.00227463,0.651881,0.996275,4
10394,25940,600.063,225.861,146.524,1.54146,0.761012,26262,181.736,0.690132,0.987739,0.905287,0.804636,0.00870704,0.00225138,0.647439,0.997999,4
10395,25940,597.074,223.882,147.7,1.51579,0.75151,26225,181.736,0.798473,0.989133,0.914373,0.811749,0.00863075,0.00231161,0.658936,0.998809,4
10396,25950,601.233,218.856,151.32,1.44632,0.722461,26322,181.771,0.771862,0.985867,0.902114,0.830549,0.00843375,0.0024755,0.689812,0.997687,4
10397,25952,604.386,228.459,144.793,1.57783,0.77351,26251,181.778,0.728907,0.98861,0.892795,0.795669,0.00880313,0.00217644,0.63309,0.998905,4
10398,25953,596.042,224.586,147.585,1.52174,0.753766,26279,181.781,0.733198,0.987595,0.918002,0.809406,0.00865357,0.00229108,0.655137,0.996949,4
10399,25955,609.72,230.273,144.056,1.59849,0.780153,26258,181.788,0.696966,0.988461,0.877344,0.789447,0.008872,0.00212566,0.623227,0.996225,4
10400,25958,591.741,210.316,157.576,1.3347,0.662305,26265,181.799,0.738997,0.988311,0.931575,0.864409,0.00810215,0.00279034,0.747202,0.997288,4
10401,25959,597.217,217.882,152.037,1.43309,0.716299,26365,181.802,0.709747,0.984601,0.914605,0.834405,0.00839333,0.0025097,0.696231,0.997761,4
10402,25959,592.323,219.104,151.191,1.44919,0.723769,26269,181.802,0.70262,0.988199,0.929781,0.829751,0.0084404,0.00246794,0.688487,0.997747,4
10403,25961,605.859,232.304,142.871,1.62597,0.788513,26272,181.809,0.695036,0.988162,0.888767,0.782636,0.00894818,0.00207087,0.612518,0.995935,4
10404,25993,607.719,224.08,148.232,1.51169,0.749935,26340,181.921,0.708797,0.986826,0.884424,0.811856,0.0086208,0.00231017,0.659111,0.996371,4
10405,25994,612.498,226.901,146.652,1.5472,0.763059,26369,181.925,0.704444,0.985779,0.87071,0.801782,0.00872896,0.00222519,0.642854,0.994622,4
10406,25997,596.404,220.128,151.049,1.45733,0.727426,26392,181.935,0.808289,0.985033,0.918443,0.826496,0.00846745,0.00243722,0.683095,0.995496,4
10407,26000,609.322,223.296,149.251,1.49611,0.743801,26407,181.946,0.794913,0.984587,0.880014,0.814818,0.00858831,0.00233523,0.663928,0.993308,4
10408,26006,593.423,221.904,149.427,1.48503,0.739291,26248,181.967,0.714117,0.99078,0.928014,0.820025,0.00853279,0.00238001,0.672441,0.998597,4
10409,26008,591.996,216.307,153.367,1.41038,0.705182,26323,181.974,0.793895,0.988033,0.932565,0.841276,0.00831693,0.00256978,0.707745,0.998192,4
10410,26010,593.608,213.916,155.079,1.3794,0.6888,26346,181.981,0.786466,0.987247,0.927579,0.850709,0.00822439,0.0026571,0.723706,0.998282,4
10411,26026,598.507,224.666,147.971,1.51831,0.752469,26381,182.037,0.731314,0.986543,0.913017,0.810254,0.00863237,0.00229506,0.656511,0.996788,4
10412,26031,597.991,227.273,146.166,1.5549,0.765759,26319,182.054,0.795958,0.989057,0.914769,0.801036,0.00873087,0.00221741,0.641659,0.997716,4
10413,26038,618.657,230.341,144.202,1.59735,0.779794,26411,182.079,0.785413,0.985877,0.854905,0.790475,0.00884633,0.00213056,0.62485,0.998105,4
10414,26043,589.855,219.307,151.428,1.44826,0.723349,26259,182.096,0.796422,0.991774,0.940612,0.830323,0.00842097,0.00246906,0.689437,0.998486,4
10415,26044,595.703,221.92,149.889,1.48056,0.737435,26333,182.1,0.742248,0.989025,0.92227,0.820562,0.00852098,0.00238295,0.673323,0.996897,4
10416,26045,600.417,221.418,151.258,1.46384,0.730294,26544,182.103,0.700134,0.981201,0.90788,0.82244,0.00850136,0.00239931,0.676408,0.990156,4
10417,26061,607.468,219.366,152.095,1.4423,0.720613,26501,182.159,0.792248,0.983397,0.887471,0.830389,0.0084174,0.00246879,0.689546,0.994531,4
10418,26080,590.353,215.064,154.477,1.39221,0.695751,26337,182.225,0.746337,0.990242,0.940359,0.847306,0.00824633,0.00262182,0.717928,0.999505,4
10419,26088,601.714,223.005,150.128,1.48543,0.739456,26490,182.253,0.717492,0.984824,0.905462,0.817263,0.00854817,0.00235234,0.667918,0.992146,4
10420,26091,613.028,231.892,143.648,1.6143,0.785025,26509,182.264,0.716668,0.984232,0.872449,0.785987,0.0088878,0.00209236,0.617776,0.997275,4
10421,26092,590.945,208.11,159.861,1.30182,0.640263,26380,182.267,0.782486,0.989083,0.938908,0.875821,0.00797601,0.00289486,0.767063,0.998578,4
10422,26096,595.118,225.225,147.896,1.52286,0.754186,26383,182.281,0.732211,0.989122,0.925929,0.80933,0.00863062,0.00228415,0.655016,0.997494,4
10423,26103,586.2,200.778,165.664,1.21196,0.564972,26413,182.306,0.773766,0.988263,0.954572,0.907996,0.00769177,0.00322508,0.824456,0.999208,4
10424,26127,590.039,216.873,153.8,1.4101,0.705038,26350,182.389,0.71999,0.991537,0.943057,0.840997,0.00830072,0.00256138,0.707276,0.997331,4
10425,26132,595.893,217.03,153.557,1.41335,0.706675,26473,182.407,0.73632,0.987119,0.924796,0.840471,0.00830513,0.00255632,0.706391,0.998377,4
10426,26137,602.259,217.317,154.237,1.40898,0.704473,26529,182.424,0.737458,0.985224,0.905522,0.839439,0.00831454,0.00254668,0.704657,0.992851,4
10427,26144,624.429,239.031,139.827,1.70947,0.81105,26560,182.449,0.808411,0.984337,0.842589,0.763286,0.00914285,0.0019143,0.582606,0.995946,4
10428,26145,593.741,217.414,153.323,1.41801,0.708996,26419,182.452,0.796327,0.989629,0.931975,0.839194,0.00831569,0.00254406,0.704247,0.998631,4
10429,26148,599.118,218.272,152.953,1.42705,0.713412,26484,182.463,0.740527,0.987313,0.915427,0.835941,0.00834757,0.00251445,0.698798,0.997222,4
10430,26155,591.657,215.986,154.535,1.39765,0.698629,26485,182.487,0.793634,0.98754,0.938911,0.844903,0.00825792,0.00259584,0.713861,0.997731,4
10431,26160,593.629,217.328,153.582,1.41506,0.707529,26449,182.505,0.72586,0.989073,0.932862,0.839768,0.00830763,0.00254855,0.70521,0.997914,4
10432,26161,602.251,230.12,144.969,1.58737,0.776618,26488,182.508,0.800324,0.987655,0.906378,0.793101,0.00879628,0.00214681,0.62901,0.998473,4
10433,26163,600.667,227.757,146.43,1.5554,0.765931,26435,182.515,0.701684,0.989711,0.911234,0.801359,0.00870531,0.00221448,0.642177,0.998839,4
10434,26168,601.464,218.938,152.805,1.43279,0.716157,26520,182.533,0.78993,0.986727,0.908994,0.83372,0.00836662,0.0024935,0.695088,0.995915,4
10435,26176,592.528,211.127,158.347,1.33331,0.661426,26477,182.56,0.732421,0.988632,0.936905,0.864696,0.00806566,0.00278146,0.747699,0.996917,4
10436,26181,595.879,218.664,153.209,1.42723,0.713496,26459,182.578,0.702657,0.989493,0.926574,0.83497,0.00835201,0.00250411,0.697174,0.995026,4
10437,26185,600.178,218.075,153.305,1.42249,0.711196,26496,182.592,0.710661,0.988262,0.913487,0.83729,0.00832824,0.00252485,0.701054,0.997241,4
10438,26188,600.051,219.927,152.615,1.44106,0.720038,26495,182.602,0.772872,0.988413,0.913978,0.830286,0.00839801,0.00246188,0.689375,0.993429,4
10439,26188,605.99,224.47,149.359,1.50289,0.746502,26585,182.602,0.743428,0.985067,0.896151,0.813481,0.0085715,0.0023154,0.661751,0.994541,4
10440,26195,605.709,222.052,150.584,1.4746,0.734926,26593,182.627,0.727255,0.985034,0.897223,0.822452,0.00847687,0.00239252,0.676426,0.997462,4
10441,26210,607.859,223.43,149.87,1.49082,0.741665,26556,182.679,0.727248,0.986971,0.891397,0.817612,0.00852461,0.00234986,0.668489,0.996599,4
10442,26217,599.714,222.919,150.163,1.48452,0.739077,26534,182.703,0.737967,0.988053,0.916019,0.819595,0.00850285,0.00236669,0.671736,0.997203,4
10443,26228,596.962,216.966,154.276,1.40636,0.703133,26582,182.742,0.705054,0.986683,0.924872,0.842258,0.00827232,0.00256796,0.709399,0.997667,4
10444,26233,587.746,202.932,164.981,1.23004,0.582285,26523,182.759,0.770019,0.989066,0.954286,0.900592,0.00773576,0.00313903,0.811066,0.99764,4
10445,26240,598.413,216.968,154.393,1.40529,0.70259,26572,182.783,0.802938,0.987506,0.920813,0.842446,0.00826858,0.00256909,0.709716,0.997359,4
10446,26243,598.645,221.187,151.409,1.46086,0.728986,26515,182.794,0.755999,0.989742,0.920205,0.826422,0.00842843,0.00242512,0.682973,0.997728,4
10447,26243,602.486,226.961,147.92,1.53435,0.758439,26530,182.794,0.698138,0.989182,0.908509,0.805398,0.00864844,0.00224471,0.648666,0.995277,4
10448,26244,597.483,210.738,159.413,1.32196,0.654048,26661,182.797,0.701505,0.984359,0.923823,0.867418,0.00802993,0.00280417,0.752413,0.994659,4
10449,26251,612.657,231.57,144.792,1.59933,0.780414,26632,182.822,0.685942,0.985694,0.878862,0.789488,0.00882138,0.00211397,0.623292,0.996847,4
10450,26253,590.582,216.967,154.267,1.40644,0.703175,26516,182.829,0.792496,0.990081,0.945863,0.842658,0.00826445,0.00257039,0.710073,0.998672,4
10451,26258,602.392,225.554,148.614,1.51771,0.752243,26686,182.846,0.768115,0.983962,0.909312,0.810654,0.00858991,0.00228829,0.65716,0.997381,4
10452,26262,612.125,223.163,150.067,1.48709,0.740138,26641,182.86,0.776684,0.985774,0.88076,0.819401,0.00849757,0.00236298,0.671418,0.998458,4
10453,26264,599.479,221.74,151.201,1.46652,0.73146,26596,182.867,0.800683,0.987517,0.918381,0.82469,0.00844274,0.00240895,0.680114,0.997404,4
10454,26264,595.114,219.888,152.221,1.44454,0.721644,26551,182.867,0.799951,0.989191,0.931902,0.831636,0.00837224,0.00247032,0.691618,0.999067,4
10455,26269,606.223,226.568,147.942,1.53147,0.757385,26660,182.884,0.712612,0.985334,0.898232,0.807194,0.00862493,0.00225864,0.651562,0.997845,4
10456,26272,667.302,219.511,153.017,1.43455,0.716992,26984,182.895,0.699505,0.973614,0.74141,0.833194,0.00835531,0.00248386,0.694212,0.995884,4
10457,26301,598.718,219.621,152.955,1.43586,0.717609,26571,182.996,0.797387,0.989839,0.922014,0.833233,0.00835031,0.00248284,0.694278,0.996886,4
10458,26306,653.403,227.985,147.454,1.54614,0.762684,26812,183.013,0.754294,0.981128,0.774288,0.802744,0.00866664,0.00221992,0.644397,0.99633,4
10459,26307,606.265,217.532,154.678,1.40636,0.703134,26684,183.017,0.696727,0.985872,0.899407,0.841333,0.00826897,0.00255566,0.707841,0.995477,4
10460,26311,600.129,224.138,149.615,1.4981,0.744598,26567,183.031,0.717586,0.990364,0.918032,0.816599,0.00851878,0.00233665,0.666834,0.998983,4
10461,26317,596.916,220.162,152.829,1.44058,0.719815,26624,183.051,0.794595,0.988469,0.928153,0.831438,0.00836579,0.00246607,0.691289,0.995856,4
10462,26318,604.873,232.126,144.737,1.60378,0.781803,26607,183.055,0.78346,0.989138,0.903929,0.7886,0.00882006,0.00210416,0.621891,0.997379,4
10463,26322,602.187,222.062,151.336,1.46735,0.731818,26670,183.069,0.715972,0.986952,0.912149,0.824403,0.00843638,0.00240377,0.67964,0.99727,4
10464,26322,598.134,218.233,153.743,1.41947,0.709715,26631,183.069,0.771273,0.988397,0.924553,0.838867,0.00829091,0.00253253,0.703698,0.998878,4
10465,26324,604.623,228.083,147.714,1.54408,0.761952,26599,183.076,0.82147,0.989661,0.904883,0.802674,0.00866443,0.00221858,0.644285,0.99483,4
10466,26325,608.1,229.036,147.254,1.55538,0.765925,26682,183.079,0.701327,0.98662,0.894599,0.799348,0.00870031,0.00219108,0.638958,0.993822,4
10467,26329,605.874,229.418,146.261,1.56855,0.770423,26626,183.093,0.735221,0.988845,0.901321,0.798077,0.00871351,0.00218048,0.636927,0.99905,4
10468,26330,622.645,227.952,148.074,1.53944,0.760288,26813,183.097,0.761467,0.981986,0.853453,0.803226,0.00865748,0.00222292,0.645173,0.993206,4
10469,26350,594.594,218.689,153.667,1.42314,0.711514,26655,183.166,0.783084,0.988557,0.93659,0.837564,0.0082994,0.00251941,0.701513,0.998351,4
10470,26383,603.722,231.045,145.963,1.58291,0.775172,26630,183.281,0.780262,0.990725,0.90962,0.793269,0.00875734,0.00213912,0.629276,0.996085,4
10471,26386,586.497,204.017,165.059,1.23602,0.587742,26654,183.291,0.779936,0.989945,0.963944,0.898413,0.00773201,0.00310724,0.807145,0.997648,4
10472,26403,604.917,217.243,155.23,1.39949,0.699589,26789,183.35,0.727596,0.985591,0.906717,0.843989,0.00822795,0.00257525,0.712318,0.996882,4
10473,26403,603.752,230.579,146.078,1.57847,0.773721,26707,183.35,0.704305,0.988617,0.910219,0.795174,0.00873305,0.00215375,0.632302,0.998068,4
10474,26403,588.912,213.759,157.566,1.35663,0.675764,26646,183.35,0.779816,0.99088,0.95667,0.857741,0.00809603,0.00270319,0.73572,0.998103,4
10475,26405,622.432,236.565,143.025,1.65402,0.796537,26835,183.357,0.680454,0.983976,0.85647,0.775081,0.00895911,0.0019945,0.60075,0.993651,4
10476,26416,610.628,231.662,145.726,1.58971,0.777368,26803,183.395,0.776165,0.985561,0.890274,0.79165,0.00876977,0.00212472,0.62671,0.996287,4
10477,26420,605.129,221.785,152.082,1.45833,0.72787,26769,183.409,0.817122,0.986963,0.906665,0.826968,0.0083946,0.00242178,0.683876,0.997318,4
10478,26425,595.532,216.947,155.376,1.39627,0.697903,26775,183.427,0.719048,0.986928,0.936299,0.84549,0.00820993,0.00258793,0.714853,0.99813,4
10479,26426,621.017,236.624,142.766,1.65742,0.797478,26918,183.43,0.711064,0.981722,0.861062,0.775197,0.00895421,0.0019946,0.600931,0.995994,4
10480,26431,598.299,219.573,153.922,1.42652,0.713156,26715,183.448,0.756382,0.989369,0.92787,0.835474,0.0083074,0.00249676,0.698017,0.995737,4
10481,26432,596.331,223.404,151.001,1.47948,0.736983,26708,183.451,0.777984,0.989666,0.934039,0.821163,0.00845202,0.0023706,0.674309,0.997628,4
10482,26437,601.896,226.348,149.238,1.5167,0.751856,26767,183.468,0.788646,0.987671,0.917021,0.810558,0.00856179,0.00227972,0.657005,0.996477,4
10483,26439,604.923,228.285,147.9,1.54351,0.761746,26738,183.475,0.76965,0.988817,0.907935,0.803712,0.0086344,0.00222236,0.645953,0.997033,4
10484,26442,602.609,219.862,153.369,1.43355,0.716519,26771,183.486,0.713684,0.987711,0.915025,0.834548,0.0083149,0.00248795,0.69647,0.998426,4
10485,26443,618.475,240.38,140.944,1.7055,0.810066,26783,183.489,0.774977,0.987305,0.868713,0.763328,0.00909051,0.00190377,0.58267,0.993745,4
10486,26461,607.791,231.883,145.626,1.59231,0.7782,26818,183.552,0.791061,0.986688,0.900135,0.79157,0.00876319,0.00212227,0.626583,0.997717,4
10487,26464,597.198,219.629,154.021,1.42596,0.712886,26774,183.562,0.788135,0.988422,0.932457,0.835784,0.00829915,0.00249798,0.698534,0.996085,4
10488,26466,610.166,222.174,152.259,1.45918,0.728246,26878,183.569,0.744808,0.984671,0.89331,0.826241,0.00839469,0.00241329,0.682673,0.996145,4
10489,26496,604.717,220.774,153.578,1.43754,0.718396,26830,183.673,0.731045,0.987551,0.910512,0.831951,0.00833234,0.00246228,0.692143,0.99498,4
10490,26499,602.783,227.573,148.384,1.53368,0.758197,26808,183.683,0.748729,0.988474,0.916468,0.807139,0.008588,0.00224836,0.651473,0.999152,4
10491,26507,602.741,219.719,154.113,1.4257,0.71276,26844,183.711,0.762572,0.987446,0.916873,0.836118,0.0082891,0.00249895,0.699093,0.9967,4
10492,26516,601.374,229.925,147.215,1.56183,0.768145,26796,183.742,0.810788,0.989551,0.921358,0.799141,0.00867117,0.00218148,0.638626,0.997423,4
10493,26516,602.063,221.332,152.839,1.44814,0.723293,26810,183.742,0.728462,0.989034,0.919251,0.830166,0.00834711,0.00244554,0.689176,0.998022,4
